i,archivo,busqueda,categoria_web,ciudad,clase,cp,direccion,latitud,longitud,nombre,subclase
8089,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44229 cristalerías.csv,BURGOS,"cerrajeros, cerrajerias y cerraduras",burgos,44229,,,0,0,jbc reparaciones,cristalerias
8093,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44229 cristalerías.csv,BURGOS,"cerrajeros, cerrajerias y cerraduras", ,44229,,,0,0,reparalia,cristalerias
8094,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44229 cristalerías.csv,BURGOS,"cerrajeros, cerrajerias y cerraduras",burgos,44229,,,0,0,solucionamos reparaciones inmediatas,cristalerias
8096,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44229 cristalerías.csv,BURGOS,carpinteria de aluminio, ,44229,,,0,0,talleres manso,cristalerias
8097,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44229 cristalerías.csv,BURGOS,"cerrajeros, cerrajerias y cerraduras",burgos,44229,,,0,0,yavoi reparaciones,cristalerias
8103,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44132 neumaticos.csv,BURGOS,desguaces de vehiculos y maquinaria, ,44132,,,0,0,desgrufesa,neumaticos
8104,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44132 neumaticos.csv,BURGOS,desguaces de vehiculos y maquinaria, ,44132,,,0,0,desguaces eduardo,neumaticos
8122,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44132 neumaticos.csv,BURGOS,neumaticos: venta y reparacion,burgos,44132,9007,"pol. ind. naves taglosa, 2",0,0,omnia motor,neumaticos
8165,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44711 gasolineras con tiendas.csv,BURGOS,gas natural, ,44711,,,0,0,gas de repsol,gasolinerascontiendas
8166,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44711 gasolineras con tiendas.csv,BURGOS,gasoleo, ,44711,,,0,0,gasoleos vivar del cid,gasolinerascontiendas
8168,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44711 gasolineras con tiendas.csv,BURGOS,gasoleo,burgos,44711,9001,"merindad castilla la vieja (pol. villalonquejar), 21",0,0,gespetrol depositos,gasolinerascontiendas
8177,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44711 gasolineras con tiendas.csv,BURGOS,estaciones de servicio,villafria,44711,9192,"ctra. madrid-irun, km 245",0,0,yrazusta villafria s.l.,gasolinerascontiendas
8180,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44719.csv,BURGOS,gas natural, ,44719,,,0,0,gas de repsol,
8181,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44719.csv,BURGOS,gasoleo, ,44719,,,0,0,gasoleos vivar del cid,
8183,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44719.csv,BURGOS,gasoleo,burgos,44719,9001,"merindad castilla la vieja (pol. villalonquejar), 21",0,0,gespetrol depositos,
8192,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44719.csv,BURGOS,estaciones de servicio,villafria,44719,9192,"ctra. madrid-irun, km 245",0,0,yrazusta villafria s.l.,
8199,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_7213 pensiones.csv,BURGOS,abogados, ,7213,,,0,0,abogado david pomar requejo,pensiones
8203,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_7213 pensiones.csv,BURGOS,seguros: corredores, ,7213,,,0,0,albala - gestion,pensiones
8206,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_7213 pensiones.csv,BURGOS,abogados, ,7213,,,0,0,angel fernandez de aranguiz,pensiones
8213,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_7213 pensiones.csv,BURGOS,bancos y cajas de ahorros,burgos,7213,,,0,0,caja circulo - grupo ibercaja,pensiones
8230,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_7213 pensiones.csv,BURGOS,hostal 2 estrellas,burgos,7213,9001,"ctra. madrid-irun (pol. ind. monte la abadesa), km.234",0,0,hostal madrid,pensiones
8236,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_7213 pensiones.csv,BURGOS,bancos y cajas de ahorros,burgos,7213,,,0,0,ibercaja,pensiones
8242,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_7213 pensiones.csv,BURGOS,seguros: entidades,burgos,7213,,,0,0,la alianza espanola de seguros,pensiones
8245,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_7213 pensiones.csv,BURGOS,abogados,burgos,7213,,,0,0,legalitas,pensiones
8248,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_7213 pensiones.csv,BURGOS,abogados, ,7213,,,0,0,luis romero abogados,pensiones
8251,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_7213 pensiones.csv,BURGOS,seguros: entidades, ,7213,,,0,0,mapfre,pensiones
8254,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_7213 pensiones.csv,BURGOS,seguridad: materiales y sistemas, ,7213,,,0,0,micex,pensiones
8261,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_7213 pensiones.csv,BURGOS,seguros: entidades, ,7213,,,0,0,seguros mapfre,pensiones
8283,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44523 fruterías .csv,BURGOS,fruterias,burgos,44523,9005,"merc. abastos zona norte, s",0,0,frutas antonio,fruterias
8292,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44523 fruterías .csv,BURGOS,fruterias,burgos,44523,9007,"av. constitucion espanola, 46",0,0,fruteria del alamo,fruterias
8293,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44523 fruterías .csv,BURGOS,fruterias,burgos,44523,9005,"merc. abastos zona norte, 1",0,0,fruteria gandia,fruterias
8299,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44523 fruterías .csv,BURGOS,centros comerciales y grandes almacenes, ,44523,,,0,0,hipercor,fruterias
8304,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44523 fruterías .csv,BURGOS,fruterias,burgos,44523,9005,"merc. abastos zona norte, 1",0,0,la duendecilla,fruterias
8316,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44523 fruterías .csv,BURGOS,fruterias,burgos,44523,9002,"merc. abastos zona sur, 1",0,0,verduras de melgar elena,fruterias
8320,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45322 recuerdos.csv,BURGOS,plastico articulos: fabricantes y mayoristas, ,45322,,,0,0,metacrilatoonline,recuerdos
8322,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45322 recuerdos.csv,BURGOS,plastico articulos: fabricantes y mayoristas, ,45322,,,0,0,plasticos ferplast s.l.,recuerdos
8333,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45211.csv,BURGOS,centros comerciales y grandes almacenes, ,45211,,,0,0,el corte ingles,
8337,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45211.csv,BURGOS,centros comerciales y grandes almacenes, ,45211,,,0,0,hipercor,
8427,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44411 madera.csv,BURGOS,madera: almacenes, ,44411,,,0,0,costina,madera
8439,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44411 madera.csv,BURGOS,tableros: fabricantes y mayoristas,burgos,44411,9199,"b.º castanares, s",0,0,interbon,madera
8441,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44411 madera.csv,BURGOS,carpinteria de madera,burgos,44411,9001,"montes de oca (pol. ind. villalonquejar), 11",0,0,jose alonso puente,madera
8453,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44411 madera.csv,BURGOS,madera: almacenes, ,44411,,,0,0,maderas temino,madera
8461,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44411 madera.csv,BURGOS,palets: reciclaje,burgos,44411,9001,"merindad de cuesta urria (pol. villalonquejar), 23",0,0,pallets burgos,madera
8468,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44411 madera.csv,BURGOS,carpinteria de madera,burgos,44411,9001,"montes de oca (pol. ind. villalonquejar), 11",0,0,pergam,madera
8474,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44411 madera.csv,BURGOS,casas de madera,burgos,44411,9001,"valle de mena (pol. ind. villalonquejar), 16",0,0,royal natural home s.l.,madera
8477,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44411 madera.csv,BURGOS,madera: almacenes, ,44411,,,0,0,tableros sanz,madera
8481,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44411 madera.csv,BURGOS,carpinteria de madera,villatoro,44411,9006,"ctra. santander (n-623), km. 3",0,0,virmade,madera
8493,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44411 herramientas.csv,BURGOS,suministros industriales,burgos,44411,9001,"merindad de sotoscueva (pol. ind. villalonquejar), 10",0,0,suministros industriales vallcal,herramientas
8494,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44411 herramientas.csv,BURGOS,maquinas-herramienta, ,44411,,,0,0,suministros industriales vallcal s.l.,herramientas
8504,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45399 alarmas antirrobo .csv,BURGOS,alarmas: venta e instalacion,burgos,45399,,,0,0,securitas direct,alarmasantirrobo
8505,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_45399 alarmas antirrobo .csv,BURGOS,seguridad y vigilancia: empresas, ,45399,,,0,0,seguridad integral secoex s.a.,alarmasantirrobo
8506,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44815.csv,BURGOS,bolsos: fabricantes y mayoristas, ,44815,,,0,0,azzar complementos,
8511,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44815.csv,BURGOS,centros comerciales y grandes almacenes, ,44815,,,0,0,el corte ingles,
8526,./CYL/DESCARGAS CATCHAPAGE BURGOS/Burgos_44122 motos.csv,BURGOS,motocicletas: concesionarios y agencias,castanares,44122,9199,"ctra. logrono-vigo, km 106",0,0,green land motor bikes,motos
8589,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/7223_Valladolid.csv,VALLADOLID,carpas y estructuras desmontables, ,7223,,,0,0,carpas impacto,valladolid
8596,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/7223_Valladolid.csv,VALLADOLID,servicio de comidas para empresas,valladolid,7223,47012,"aluminio (pol. ind. san cristobal), 9",0,0,serunion,valladolid
8654,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/45291_Valladolid.csv,VALLADOLID,grandes almacenes,valladolid,45291,47015,"av. monast. ntra. sra. de prado, s",0,0,c & a modas s.l.,valladolid
8664,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/45291_Valladolid.csv,VALLADOLID,centros comerciales y grandes almacenes, ,45291,,,0,0,el corte ingles,valladolid
8668,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/45291_Valladolid.csv,VALLADOLID,centros comerciales y grandes almacenes, ,45291,,,0,0,hipercor,valladolid
8684,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44114_Valladolid.csv,VALLADOLID,instrumentos musicales: venta y alquiler,valladolid,44114,,,0,0,pianisimo,valladolid
8720,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/45399_Valladolid_objetosreligiosos.csv,VALLADOLID,jardineria: servicios, ,45399,,,0,0,campo ciudad,valladolidobjetosreligiosos
8722,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/45399_Valladolid_objetosreligiosos.csv,VALLADOLID,construccion: empresas, ,45399,,,0,0,"construcciones alejandro juste,sl ",valladolidobjetosreligiosos
8725,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/45399_Valladolid_objetosreligiosos.csv,VALLADOLID,agua: tratamientos, ,45399,,,0,0,hideco,valladolidobjetosreligiosos
8731,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/45399_Valladolid_objetosreligiosos.csv,VALLADOLID,ventilacion y climatizacion industrial, ,45399,,,0,0,novatub s.l.,valladolidobjetosreligiosos
8733,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/45399_Valladolid_objetosreligiosos.csv,VALLADOLID,piscinas: construccion y mantenimiento,valladolid,45399,,,0,0,piscinas los abuelos,valladolidobjetosreligiosos
8735,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/45399_Valladolid_objetosreligiosos.csv,VALLADOLID,piscinas: equipos y productos, ,45399,,,0,0,sanchez moncayo - mantenimiento de piscinas,valladolidobjetosreligiosos
8770,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/7224_Valladolid.csv,VALLADOLID,bares,valladolid,7224,47007,"ctra. esperanza, 18",0,0,bar angel,valladolid
8788,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/7224_Valladolid.csv,VALLADOLID,bares,valladolid,7224,47003,"merc. el val, s",0,0,bar la blanca,valladolid
8864,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/7224_Valladolid.csv,VALLADOLID,cafes-bares,la overuela,7224,47009,"av. gijon, 37",0,0,cafeterias y bares la piramide c.b.,valladolid
8934,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/7224_Valladolid.csv,VALLADOLID,cafeterias,pinar de antequera,7224,47153,"cnda. real, 172",0,0,"fernandez alonso, i. ",valladolid
9010,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/7224_Valladolid.csv,VALLADOLID,bares,pinar de antequera,7224,47153,"cno. viejo simancas, 1",0,0,la ria,valladolid
9091,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/7224_Valladolid.csv,VALLADOLID,bares,pinar de antequera,7224,47153,"cnda. real, 5",0,0,real,valladolid
9145,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/45399_Valladolid_alarmasantirrobo.csv,VALLADOLID,extintores, ,45399,,,0,0,extinza s.l,valladolidalarmasantirrobo
9147,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/45399_Valladolid_alarmasantirrobo.csv,VALLADOLID,alarmas: venta e instalacion,valladolid,45399,,,0,0,securitas direct,valladolidalarmasantirrobo
9148,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/45399_Valladolid_alarmasantirrobo.csv,VALLADOLID,seguridad y vigilancia: empresas, ,45399,,,0,0,seguridad integral secoex s.a.,valladolidalarmasantirrobo
9164,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44311_Valladolid_aparatoselectronicos.csv,VALLADOLID,puertas: fabricantes y mayoristas, ,44311,,,0,0,manusa,valladolidaparatoselectronicos
9168,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44311_Valladolid_aparatoselectronicos.csv,VALLADOLID,seguridad y vigilancia: empresas, ,44311,,,0,0,seguridad integral secoex s.a.,valladolidaparatoselectronicos
9169,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44311_Valladolid_aparatoselectronicos.csv,VALLADOLID,acumuladores electricos: fabricantes y mayoristas, ,44311,,,0,0,tecnibat group,valladolidaparatoselectronicos
9172,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44311_Valladolid_aparatoselectronicos.csv,VALLADOLID,maquinas electronicas,valladolid,44311,47012,"el acetileno (ampliacion pol. ind. san cristobal), 14",0,0,uniplay s.l.,valladolidaparatoselectronicos
9175,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_ladrillos.csv,VALLADOLID,"construccion, materiales: almacenes", ,44419,,,0,0,barro gres - enrique clerigo,valladolidladrillos
9176,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_ladrillos.csv,VALLADOLID,ceramica: fabricacion,valladolid,44419,47012,"cno. valdezono, s",0,0,cacsa,valladolidladrillos
9178,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_ladrillos.csv,VALLADOLID,"construccion, materiales: almacenes", ,44419,,,0,0,curieses,valladolidladrillos
9181,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_ladrillos.csv,VALLADOLID,hormigon: prefabricados, ,44419,,,0,0,jose isidro torres,valladolidladrillos
9183,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_ladrillos.csv,VALLADOLID,hormigon: fabricacion, ,44419,,,0,0,prefabricados cogollos,valladolidladrillos
9184,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_ladrillos.csv,VALLADOLID,"construccion, materiales: almacenes", ,44419,,,0,0,vecillas santos s.l.,valladolidladrillos
9202,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44512_Valladolid_aperitivos.csv,VALLADOLID,frutos secos: establecimientos,valladolid,44512,47003,"merc. el val, s",0,0,sanchez,valladolidaperitivos
9217,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/45321_Valladolid.csv,VALLADOLID,papelerias,valladolid,45321,,,0,0,todoficina,valladolid
9231,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/45431_Valladolid.csv,VALLADOLID,gasoleo, ,45431,,,0,0,pinos del raso,valladolid
9270,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44512_Valladolid_frutossecos.csv,VALLADOLID,frutos secos: establecimientos,valladolid,44512,47003,"merc. el val, s",0,0,sanchez,valladolidfrutossecos
9271,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44311_Valladolid_tiendaselectrodomesticos.csv,VALLADOLID,neumaticos: venta y reparacion, ,44311,,,0,0,arguello,valladolidtiendaselectrodomesticos
9275,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44311_Valladolid_tiendaselectrodomesticos.csv,VALLADOLID,desguaces de vehiculos y maquinaria, ,44311,,,0,0,desguaces conturiz,valladolidtiendaselectrodomesticos
9294,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44311_Valladolid_tiendaselectrodomesticos.csv,VALLADOLID,neumaticos: venta y reparacion,valladolid,44311,47010,"calle rondilla de santa teresa, 11",0,0,neumaticos arguello,valladolidtiendaselectrodomesticos
9304,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44311_Valladolid_tiendaselectrodomesticos.csv,VALLADOLID,camiones: concesionarios y agencias, ,44311,,,0,0,pargroup,valladolidtiendaselectrodomesticos
9319,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44311_Valladolid_tiendaselectrodomesticos.csv,VALLADOLID,neumaticos: fabricantes y mayoristas,valladolid,44311,,,0,0,vianeumaticos.com,valladolidtiendaselectrodomesticos
9321,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_puertasdealuminio.csv,VALLADOLID,carpinteria de aluminio, ,44419,,,0,0,alusan,valladolidpuertasdealuminio
9325,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_puertasdealuminio.csv,VALLADOLID,carpinteria de aluminio, ,44419,,,0,0,carpinteria metalica jes - gar,valladolidpuertasdealuminio
9327,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_puertasdealuminio.csv,VALLADOLID,cerramientos y cercados, ,44419,,,0,0,cercaolid cercados metalicos,valladolidpuertasdealuminio
9329,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_puertasdealuminio.csv,VALLADOLID,puertas automaticas, ,44419,,,0,0,hnos. gomez - hermanos gomez puertas y talleres,valladolidpuertasdealuminio
9330,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_puertasdealuminio.csv,VALLADOLID,puertas automaticas, ,44419,,,0,0,hormann espana,valladolidpuertasdealuminio
9334,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_puertasdealuminio.csv,VALLADOLID,puertas: fabricantes y mayoristas, ,44419,,,0,0,manusa,valladolidpuertasdealuminio
9338,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_puertasdealuminio.csv,VALLADOLID,puertas metalicas, ,44419,,,0,0,puertas sanchez,valladolidpuertasdealuminio
9339,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_puertasdealuminio.csv,VALLADOLID,senales indicadoras, ,44419,,,0,0,sebasa s.l.,valladolidpuertasdealuminio
9340,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_puertasdealuminio.csv,VALLADOLID,ventanas: fabricacion e instalacion, ,44419,,,0,0,su ventana,valladolidpuertasdealuminio
9341,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_puertasdealuminio.csv,VALLADOLID,carpinteria de aluminio,valladolid,44419,,,0,0,"talleres arroyo, s.l. ",valladolidpuertasdealuminio
9344,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44412_Valladolid.csv,VALLADOLID,pintores, ,44412,,,0,0,eugenio martin,valladolid
9360,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/45421_Valladolid.csv,VALLADOLID,vending,valladolid,45421,,,0,0,areas de vending,valladolid
9387,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/45311_Valladolid_floristerias.csv,VALLADOLID,floristerias,valladolid,45311,47011,"expl. cementerio, s",0,0,flores lidia,valladolidfloristerias
9402,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/45311_Valladolid_floristerias.csv,VALLADOLID,tanatorios, ,45311,,,0,0,funeraria y tanatorio san antonio,valladolidfloristerias
9418,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/45311_Valladolid_floristerias.csv,VALLADOLID,floristerias,valladolid,45311,,,0,0,solo rosas,valladolidfloristerias
9421,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44422_Valladolid_semillasjardineria.csv,VALLADOLID,fertilizantes y abonos, ,44422,,,0,0,agroserv,valladolidsemillasjardineria
9426,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44422_Valladolid_semillasjardineria.csv,VALLADOLID,jardineria: servicios, ,44422,,,0,0,campo ciudad,valladolidsemillasjardineria
9429,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44422_Valladolid_semillasjardineria.csv,VALLADOLID,viveros para jardineria, ,44422,,,0,0,turbas munoz s.l.,valladolidsemillasjardineria
9438,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_puertasdegaraje.csv,VALLADOLID,carpinteria de aluminio, ,44419,,,0,0,alusan,valladolidpuertasdegaraje
9447,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_puertasdegaraje.csv,VALLADOLID,carpinteria metalica y cerrajeria, ,44419,,,0,0,construcciones metalicas los igualitos s.l.,valladolidpuertasdegaraje
9455,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_puertasdegaraje.csv,VALLADOLID,puertas automaticas, ,44419,,,0,0,hnos. gomez - hermanos gomez puertas y talleres,valladolidpuertasdegaraje
9456,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_puertasdegaraje.csv,VALLADOLID,puertas automaticas,valladolid,44419,,,0,0,hormann espana,valladolidpuertasdegaraje
9461,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_puertasdegaraje.csv,VALLADOLID,puertas: fabricantes y mayoristas, ,44419,,,0,0,manusa,valladolidpuertasdegaraje
9465,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_puertasdegaraje.csv,VALLADOLID,puertas metalicas, ,44419,,,0,0,puertas sanchez,valladolidpuertasdegaraje
9471,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44419_Valladolid_puertasdegaraje.csv,VALLADOLID,"cerrajeros, cerrajerias y cerraduras", ,44419,,,0,0,reparalia,valladolidpuertasdegaraje
9486,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44522_Valladolid.csv,VALLADOLID,pescaderias,valladolid,44522,47003,"merc. el val, s",0,0,carlos blanco,valladolid
9488,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44522_Valladolid.csv,VALLADOLID,pescaderias,valladolid,44522,47013,"merc. delicias, 12",0,0,cristina crespo castaneda,valladolid
9505,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44522_Valladolid.csv,VALLADOLID,pescaderias,valladolid,44522,47004,"merc. campillo, 999",0,0,"gonzalez sastre, m. ",valladolid
9508,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44522_Valladolid.csv,VALLADOLID,centros comerciales y grandes almacenes, ,44522,,,0,0,hipercor,valladolid
9517,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44522_Valladolid.csv,VALLADOLID,pescaderias,valladolid,44522,47004,"merc. campillo, 15",0,0,luis manuel vazquez bueno,valladolid
9520,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44522_Valladolid.csv,VALLADOLID,pescaderias,valladolid,44522,47004,"merc. campillo, s",0,0,manuel alonso bueno,valladolid
9526,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44522_Valladolid.csv,VALLADOLID,pescaderias,valladolid,44522,47004,"merc. campillo, s",0,0,pescaderia alegre,valladolid
9528,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44522_Valladolid.csv,VALLADOLID,pescaderias,valladolid,44522,47003,"merc. el val, s",0,0,pescaderia consuelo,valladolid
9534,./CYL/DESCARGAS CATCHAPAGE VALLADOLID/44522_Valladolid.csv,VALLADOLID,pescaderias,valladolid,44522,47004,"merc. campillo, s",0,0,pescaderias azul,valladolid
