i,archivo,busqueda,categoria_web,ciudad,clase,cp,direccion,latitud,longitud,nombre,subclase
3565,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid45111.csv,VALLADOLID,deportes: establecimientos,valladolid,45111,47008,"ctra. rueda, s",0,0,fedeo,
3583,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44229_cristaleria.csv,VALLADOLID,carpinteria de aluminio, ,44229,,,0,0,alusan,cristaleria
3589,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44229_cristaleria.csv,VALLADOLID,reformas en general | empresa multiservicio 24 horas, ,44229,,,0,0,buenos dias buenas noches,cristaleria
3607,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44229_cristaleria.csv,VALLADOLID,excavaciones y movimiento de tierras, ,44229,,,0,0,estruduero,cristaleria
3620,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44229_cristaleria.csv,VALLADOLID,reparaciones del hogar | empresa multiservicio 24 horas, ,44229,,,0,0,reparalia,cristaleria
3624,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44229_cristaleria.csv,VALLADOLID,hormigon: corte y perforacion, ,44229,,,0,0,salamanca de asistencia y servicios,cristaleria
3633,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44814.csv,VALLADOLID,centros comerciales y grandes almacenes | agencia de viaje 24 horas,valladolid,44814,28009,,0,0,el corte ingles,
3634,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44814.csv,VALLADOLID,centros comerciales y grandes almacenes | agencia de viaje 24 horas, ,44814,,,0,0,el corte ingles,
3645,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44511_tiendasdecomestibles.csv,VALLADOLID,alimentacion: establecimientos,valladolid,44511,47003,"merc. el val, s",0,0,alimentacion merceditas,tiendasdecomestibles
3654,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44511_tiendasdecomestibles.csv,VALLADOLID,aceitunas y variantes: establecimientos,valladolid,44511,47013,"merc. delicias, 15",0,0,amfe,tiendasdecomestibles
3675,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44511_tiendasdecomestibles.csv,VALLADOLID,frutos secos: establecimientos,valladolid,44511,47015,"av. monast. ntra. sra. de prado, 5",0,0,belros,tiendasdecomestibles
3684,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44511_tiendasdecomestibles.csv,VALLADOLID,aceitunas y variantes: establecimientos,valladolid,44511,47003,"merc. el val, s",0,0,casimiro riolobos laforga,tiendasdecomestibles
3737,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44511_tiendasdecomestibles.csv,VALLADOLID,centros comerciales y grandes almacenes | agencia de viaje 24 horas, ,44511,,,0,0,el corte ingles,tiendasdecomestibles
3738,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44511_tiendasdecomestibles.csv,VALLADOLID,centros comerciales y grandes almacenes | agencia de viaje 24 horas,valladolid,44511,28009,,0,0,el corte ingles,tiendasdecomestibles
3753,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44511_tiendasdecomestibles.csv,VALLADOLID,fruterias,valladolid,44511,47004,"merc. campillo, s",0,0,frutas carlos,tiendasdecomestibles
3766,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44511_tiendasdecomestibles.csv,VALLADOLID,fruterias,valladolid,44511,47012,"armonio, s",0,0,fruval ribon s.l.,tiendasdecomestibles
3774,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44511_tiendasdecomestibles.csv,VALLADOLID,centros comerciales y grandes almacenes, ,44511,,,0,0,hipercor,tiendasdecomestibles
3787,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44511_tiendasdecomestibles.csv,VALLADOLID,charcuterias y salchicherias,valladolid,44511,47004,"panaderos, s",0,0,jesus ramon martin garcia,tiendasdecomestibles
3811,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44511_tiendasdecomestibles.csv,VALLADOLID,panaderias,valladolid,44511,47014,"hernando de acuna, 45",0,0,laguna,tiendasdecomestibles
3815,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44511_tiendasdecomestibles.csv,VALLADOLID,fruterias,valladolid,44511,47003,"merc. el val, s",0,0,m sanchez,tiendasdecomestibles
3820,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44511_tiendasdecomestibles.csv,VALLADOLID,fruterias,valladolid,44511,47004,"merc. campillo, s",0,0,manuel tuda learra,tiendasdecomestibles
3841,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44511_tiendasdecomestibles.csv,VALLADOLID,panaderias, ,44511,,,0,0,panaderia boecillo,tiendasdecomestibles
3843,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44511_tiendasdecomestibles.csv,VALLADOLID,panaderias, ,44511,,,0,0,panaderia hermanos soto,tiendasdecomestibles
3849,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44511_tiendasdecomestibles.csv,VALLADOLID,pollerias y hueverias,valladolid,44511,47004,"merc. campillo, s",0,0,polleria edi,tiendasdecomestibles
3850,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44511_tiendasdecomestibles.csv,VALLADOLID,pollerias y hueverias,valladolid,44511,47003,"merc. el val, s",0,0,pollerias pepe,tiendasdecomestibles
3851,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44511_tiendasdecomestibles.csv,VALLADOLID,panaderias,valladolid,44511,47003,"merc. el val, s",0,0,productos marcos s.l.,tiendasdecomestibles
3857,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44511_tiendasdecomestibles.csv,VALLADOLID,frutos secos: establecimientos,valladolid,44511,47003,"merc. el val, s",0,0,sanchez,tiendasdecomestibles
3902,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44612_productossosmeticos.csv,VALLADOLID,cosmetica: fabricantes y mayoristas,pinar de antequera,44612,47153,"cno. viejo simancas, s",0,0,modania s.a.,productossosmeticos
3943,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid7211.csv,VALLADOLID,hotel 5 estrellas,la overuela,7211,47009,"av. gijon, 1",0,0,marques de la ensenada,
3965,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44229_articulosdehogar.csv,VALLADOLID,envases de plastico, ,44229,,,0,0,arcas envases plasticos,articulosdehogar
3978,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44229_articulosdehogar.csv,VALLADOLID,centros comerciales y grandes almacenes | agencia de viaje 24 horas, ,44229,,,0,0,el corte ingles,articulosdehogar
3979,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44229_articulosdehogar.csv,VALLADOLID,centros comerciales y grandes almacenes | agencia de viaje 24 horas,valladolid,44229,28009,,0,0,el corte ingles,articulosdehogar
3992,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44229_articulosdehogar.csv,VALLADOLID,plastico articulos: fabricantes y mayoristas, ,44229,,,0,0,metacrilatoonline,articulosdehogar
4000,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44229_articulosdehogar.csv,VALLADOLID,plastico articulos: fabricantes y mayoristas, ,44229,,,0,0,plasticos ferplast s.l.,articulosdehogar
4002,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44229_articulosdehogar.csv,VALLADOLID,modulos de clasificacion y acumulacion de residuos domesticos,valladolid,44229,47012,"cno. valdezono, s",0,0,pucelanos,articulosdehogar
4003,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44229_articulosdehogar.csv,VALLADOLID,empresas constructoras,valladolid,44229,47012,"el acetileno (ampliacion pol. ind. san cristobal), 42",0,0,r. r. sirca s.l.,articulosdehogar
4011,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44229_articulosdehogar.csv,VALLADOLID,floristerias | servicio floristeria 24 horas, ,44229,,,0,0,solo rosas,articulosdehogar
4013,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44229_articulosdehogar.csv,VALLADOLID,electrodomesticos: reparacion,valladolid,44229,47013,"mariano jose de larra, 10",0,0,tecniolid,articulosdehogar
4028,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44299_repuestosdecasas.csv,VALLADOLID,ascensores y montacargas: instalacion y reparacion, ,44299,,,0,0,ascensores tresa,repuestosdecasas
4035,./CYL/DESCARGAS ERRORES/ERRORES DE VALLADOLID/comprobacionValladolid44299_repuestosdecasas.csv,VALLADOLID,"construccion, materiales: almacenes", ,44299,,,0,0,hijos de octavio materiales y servicios s.l,repuestosdecasas
4059,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44511_tiendasdecomestibles.csv,SEGOVIA,centros comerciales y grandes almacenes, ,44511,,,0,0,el corte ingles,tiendasdecomestibles
4072,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44511_tiendasdecomestibles.csv,SEGOVIA,centros comerciales y grandes almacenes, ,44511,,,0,0,hipercor,tiendasdecomestibles
4079,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44511_tiendasdecomestibles.csv,SEGOVIA,fruterias,segovia,44511,40004,"merc. albuera, s",0,0,la solanita c.b.,tiendasdecomestibles
4106,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44511_tiendasdecomestibles.csv,SEGOVIA,supermercados e hipermercados,hontoria,44511,40195,"pol. ind. hontoria, 8",0,0,topcash 007,tiendasdecomestibles
4108,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44511_tiendasdecomestibles.csv,SEGOVIA,panaderias,fuentemilanos,44511,40153,"segovia, s",0,0,union panadera segoviana s.a.,tiendasdecomestibles
4121,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_suministrosdefontaneria.csv,SEGOVIA,ventilacion y climatizacion industrial, ,44419,,,0,0,novatub s.l.,suministrosdefontaneria
4123,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45439.csv,SEGOVIA,gasoleo, ,45439,,,0,0,carburantes reques s.l.u.,
4124,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45439.csv,SEGOVIA,excavaciones y movimiento de tierras, ,45439,,,0,0,carlos diez segovia,
4127,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45439.csv,SEGOVIA,gasoleo, ,45439,,,0,0,gasoleos la sierra,
4128,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45439.csv,SEGOVIA,centros comerciales y grandes almacenes, ,45439,,,0,0,hipercor,
4131,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45331.csv,SEGOVIA,gasoleo, ,45331,,,0,0,carburantes reques s.l.u.,
4132,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45331.csv,SEGOVIA,muebles: fabricantes y mayoristas, ,45331,,,0,0,cocinas luisma,
4134,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45331.csv,SEGOVIA,excavaciones y movimiento de tierras, ,45331,,,0,0,excavaciones y contenedores luis sanz s.l.,
4135,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45331.csv,SEGOVIA,automoviles y furgonetas: alquiler, ,45331,,,0,0,furgonetas demetrio,
4136,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45331.csv,SEGOVIA,gasoleo, ,45331,,,0,0,gasoleos la sierra,
4138,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45331.csv,SEGOVIA,carretillas elevadoras: venta y alquiler, ,45331,,,0,0,hispaman,
4139,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45331.csv,SEGOVIA,estanterias: fabricantes y mayoristas, ,45331,,,0,0,moviestan,
4140,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45331.csv,SEGOVIA,talleres mecanicos para automoviles, ,45331,,,0,0,rectificados cruz s.l.,
4143,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45331.csv,SEGOVIA,acumuladores electricos: fabricantes y mayoristas, ,45331,,,0,0,tecnibat group,
4160,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_7213_pensiones.csv,SEGOVIA,seguros: entidades,segovia,7213,,,0,0,alianza espanola de seguros,pensiones
4177,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_7213_pensiones.csv,SEGOVIA,bancos y cajas de ahorros,segovia,7213,,,0,0,ibercaja,pensiones
4183,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_7213_pensiones.csv,SEGOVIA,abogados,segovia,7213,,,0,0,legalitas,pensiones
4186,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_7213_pensiones.csv,SEGOVIA,seguros: entidades, ,7213,,,0,0,mapfre,pensiones
4192,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_7213_pensiones.csv,SEGOVIA,seguros: entidades, ,7213,,,0,0,seguros mapfre,pensiones
4202,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44313_fotografias.csv,SEGOVIA,fotografia: establecimientos,segovia,44313,40004,"merc. albuera, pto. 34",0,0,basilio foto,fotografias
4271,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_7224.csv,SEGOVIA,bares,las serillas,7224,40196,"ctra. arevalo-erillas, 4",0,0,manuel daniel vera lopez,
4301,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44521.csv,SEGOVIA,carnicerias,segovia,44521,40004,"merc. albuera, s",0,0,carniceria anibal,
4315,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44521.csv,SEGOVIA,centros comerciales y grandes almacenes, ,44521,,,0,0,hipercor,
4322,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44521.csv,SEGOVIA,carnicerias,segovia,44521,40004,"merc. albuera, s",0,0,mercedes martin blanco,
4328,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44619_audifonos.csv,SEGOVIA,audifonos y protesis auditivas,segovia,44619,,,0,0,gaes,audifonos
4329,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44111.csv,SEGOVIA,automoviles: concesionarios y agencias,segovia,44111,40000,"avenida segovia, 1, poligono industrial de hontoria",0,0,audi concesionario oficial nunez automocion,
4332,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44111.csv,SEGOVIA,automoviles: concesionarios,segovia,44111,40006,"ctra. san rafael (n-603), 40",0,0,autoinsa,
4342,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44111.csv,SEGOVIA,automoviles: concesionarios,segovia,44111,40006,"ctra. san rafael (n-603), 38",0,0,minfrauto,
4344,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44111.csv,SEGOVIA,automoviles: concesionarios,segovia,44111,40006,"ctra. san rafael (n-603), km. 32",0,0,noauto segovia,
4358,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44111.csv,SEGOVIA,talleres mecanicos para automoviles, ,44111,,,0,0,talleres y gruas nava,
4365,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44814.csv,SEGOVIA,centros comerciales y grandes almacenes, ,44814,,,0,0,el corte ingles,
4367,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45299_repuestosdecoches.csv,SEGOVIA,automoviles: concesionarios y agencias,segovia,45299,40000,"avenida segovia, 1, poligono industrial de hontoria",0,0,audi concesionario oficial nunez automocion,repuestosdecoches
4380,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45299_repuestosdecoches.csv,SEGOVIA,"automoviles, recambios y accesorios: establecimientos", ,45299,,,0,0,recambios sanz,repuestosdecoches
4388,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45299_repuestosdecoches.csv,SEGOVIA,talleres mecanicos para automoviles, ,45299,,,0,0,talleres y gruas nava,repuestosdecoches
4397,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44511_supermercados.csv,SEGOVIA,centros comerciales y grandes almacenes, ,44511,,,0,0,el corte ingles,supermercados
4401,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44511_supermercados.csv,SEGOVIA,centros comerciales y grandes almacenes, ,44511,,,0,0,hipercor,supermercados
4407,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44511_supermercados.csv,SEGOVIA,supermercados e hipermercados,hontoria,44511,40195,"pol. ind. hontoria, 8",0,0,topcash 007,supermercados
4408,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_ladrillos.csv,SEGOVIA,excavaciones y movimiento de tierras, ,44419,,,0,0,carlos diez segovia,ladrillos
4409,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_ladrillos.csv,SEGOVIA,"construccion, materiales: almacenes", ,44419,,,0,0,gorma materiales,ladrillos
4410,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44221.csv,SEGOVIA,impermeabilizaciones, ,44221,,,0,0,lotum s.a.,
4439,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44421.csv,SEGOVIA,construccion maquinas y equipos: alquiler, ,44421,,,0,0,tecnicons castilla,
4453,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44412.csv,SEGOVIA,pinturas y barnices: establecimientos,hontoria,44412,40195,"pol. ind. hontoria, 19",0,0,tiendas monto,
4457,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_cristales.csv,SEGOVIA,envases de plastico, ,44419,,,0,0,arcas envases plasticos,cristales
4458,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_cristales.csv,SEGOVIA,reformas en general, ,44419,,,0,0,buenos dias buenas noches,cristales
4464,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_cristales.csv,SEGOVIA,cristalerias, ,44419,,,0,0,cristalhogar,cristales
4468,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_cristales.csv,SEGOVIA,puertas automaticas, ,44419,,,0,0,hormann espana,cristales
4469,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_cristales.csv,SEGOVIA,plastico articulos: fabricantes y mayoristas, ,44419,,,0,0,metacrilatoonline,cristales
4472,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_cristales.csv,SEGOVIA,plastico articulos: fabricantes y mayoristas, ,44419,,,0,0,plasticos ferplast s.l.,cristales
4473,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44419_cristales.csv,SEGOVIA,reparaciones del hogar, ,44419,,,0,0,reparalia,cristales
4482,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44313_camaras.csv,SEGOVIA,almacenes frigorificos, ,44313,,,0,0,codisa,camaras
4483,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44313_camaras.csv,SEGOVIA,centros comerciales y grandes almacenes, ,44313,,,0,0,el corte ingles,camaras
4485,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44313_camaras.csv,SEGOVIA,centros comerciales y grandes almacenes, ,44313,,,0,0,hipercor,camaras
4487,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44313_camaras.csv,SEGOVIA,seguridad y vigilancia: empresas, ,44313,,,0,0,seguridad integral secoex s.a.,camaras
4489,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_7222.csv,SEGOVIA,comidas preparadas y por encargo, ,7222,,,0,0,alcesa,
4492,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_7222.csv,SEGOVIA,catering, ,7222,,,0,0,catering lucia y joaquin,
4505,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45299_imprentas.csv,SEGOVIA,etiquetas: fabricantes y mayoristas, ,45299,,,0,0,etiquetas rapidas s.l.,imprentas
4507,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45299_imprentas.csv,SEGOVIA,etiquetas: fabricantes y mayoristas,segovia,45299,,,0,0,graficas varias s.a.,imprentas
4537,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_7221.csv,SEGOVIA,restaurante en segovia. especializados en cocina tradicional,segovia,7221,40004,"san antonio el real, s",0,0,claustro restaurante,
4573,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_7221.csv,SEGOVIA,"salon restaurante en torrecaballeros con especialidad en cocina castellana, cocina tradicional, cocina de mercado ", ,7221,,,0,0,la portada de mediodia,
4577,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_7221.csv,SEGOVIA,"marisqueria restaurante en segovia con especialidad en cocina tradicional, cocina segoviana ",segovia,7221,40004,"av. d. juan de borbon y battemberg, 47",0,0,lago,
4608,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_7221.csv,SEGOVIA,"restaurante en zamarramala, segovia. especializados en cocina castellana ",zamarramala,7221,40196,"ctra. arevalo (cl-605), 28",0,0,san pedro abanto,
4631,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44522.csv,SEGOVIA,centros comerciales y grandes almacenes, ,44522,,,0,0,hipercor,
4634,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44522.csv,SEGOVIA,pescaderias,segovia,44522,40004,"merc. albuera, s",0,0,la lonja de kiko,
4642,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44411_productos de fontaneria.csv,SEGOVIA,ferreterias,segovia,44411,,,0,0,ferretera segoviana,productosdefontaneria
4644,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44411_productos de fontaneria.csv,SEGOVIA,fontaneria: instalacion y reparacion, ,44411,,,0,0,mariano herrero martin,productosdefontaneria
4647,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44121.csv,SEGOVIA,caravanas y autocaravanas: venta y servicios, ,44121,,,0,0,caravanas jarama s.a.,
4654,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44411_herramientas.csv,SEGOVIA,compresores: venta y alquiler, ,44411,,,0,0,beco compresores,herramientas
4657,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44411_herramientas.csv,SEGOVIA,ferreterias,segovia,44411,,,0,0,ferretera segoviana,herramientas
4658,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44411_herramientas.csv,SEGOVIA,"construccion, materiales: almacenes", ,44411,,,0,0,materiales de construccion matute y barreno s.l.,herramientas
4661,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45114.csv,SEGOVIA,instrumentos musicales: venta y alquiler, ,45114,,,0,0,pianisimo,
4668,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44411_suministrosjardinesycespedes.csv,SEGOVIA,limpieza: empresas, ,44411,,,0,0,ics group,suministrosjardinesycespedes
4673,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44229_articulosdehogar.csv,SEGOVIA,envases de plastico, ,44229,,,0,0,arcas envases plasticos,articulosdehogar
4677,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44229_articulosdehogar.csv,SEGOVIA,centros comerciales y grandes almacenes, ,44229,,,0,0,el corte ingles,articulosdehogar
4686,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44229_articulosdehogar.csv,SEGOVIA,plastico articulos: fabricantes y mayoristas, ,44229,,,0,0,metacrilatoonline,articulosdehogar
4689,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44229_articulosdehogar.csv,SEGOVIA,muebles: establecimientos, ,44229,,,0,0,muebles polo,articulosdehogar
4692,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44229_articulosdehogar.csv,SEGOVIA,plastico articulos: fabricantes y mayoristas, ,44229,,,0,0,plasticos ferplast s.l.,articulosdehogar
4693,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44229_articulosdehogar.csv,SEGOVIA,muebles: establecimientos, ,44229,,,0,0,polque,articulosdehogar
4697,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44229_articulosdehogar.csv,SEGOVIA,floristerias, ,44229,,,0,0,solo rosas,articulosdehogar
4705,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45311.csv,SEGOVIA,floristerias, ,45311,,,0,0,flor de nava,
4713,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45311.csv,SEGOVIA,floristerias, ,45311,,,0,0,solo rosas,
4734,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44812.csv,SEGOVIA,boutiques de senora,segovia,44812,40003,"cjon. marques del arco, 26",0,0,moma,
4737,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44812.csv,SEGOVIA,lenceria y corseteria,segovia,44812,40006,"c. com. luz de castilla, s",0,0,oysho,
4754,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44229_cristaleria.csv,SEGOVIA,reformas en general, ,44229,,,0,0,buenos dias buenas noches,cristaleria
4759,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44229_cristaleria.csv,SEGOVIA,cristalerias, ,44229,,,0,0,cristalhogar,cristaleria
4762,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44229_cristaleria.csv,SEGOVIA,reparaciones del hogar, ,44229,,,0,0,reparalia,cristaleria
4780,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45399_alarmasantirobo.csv,SEGOVIA,alarmas: venta e instalacion,segovia,45399,,,0,0,securitas direct,alarmasantirobo
4781,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_45399_alarmasantirobo.csv,SEGOVIA,seguridad y vigilancia: empresas, ,45399,,,0,0,seguridad integral secoex s.a.,alarmasantirobo
4789,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44523.csv,SEGOVIA,centros comerciales y grandes almacenes, ,44523,,,0,0,hipercor,
4791,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44523.csv,SEGOVIA,fruterias,segovia,44523,40004,"merc. albuera, s",0,0,la solanita c.b.,
4822,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_44612_productosdebelleza.csv,SEGOVIA,peluqueria: suministros, ,44612,,,0,0,ramos & epi,productosdebelleza
4823,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_7223.csv,SEGOVIA,comidas preparadas y por encargo, ,7223,,,0,0,alcesa,
4824,./CYL/DESCARGAS CATCHAPAGE SEGOVIA/Segovia_7223.csv,SEGOVIA,catering,segovia,7223,40004,"ctra. palazuelos, s",0,0,carpa servicios y conservacion s.l.,
